"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"528","Social distancing","Measures for special populations","Measures to limit contact to long-term care facilities","Close long-term care facilities for visitors"
"529","Healthcare and public health capacity","Precautions for handling and disposal of dead bodies","Compulsory cremation",""
"533","Resource allocation","Fixing maximum price for necessity goods","Basic necessities and household gas",""
"537","Social distancing","Small gathering cancellation","",""
"538","Case identification, contact tracing and related measures","Specific health channel for travellers","from high-risk areas",""
"539","Travel restriction","Stop public transports","interprovincial",""
"540","Case identification, contact tracing and related measures","Surveillance","Implement community-based surveillance",""
"543","Risk communication","Educate and actively communicate with the public","Activate communication to the public","public transport stations"
"544","Environmental measures","Environmental cleaning and disinfection","Metro, public places, malls",""
"546","Healthcare and public health capacity","Enhance emergency response mechanisms","Declare National Security Zone",""
"551","Environmental measures","Environmental cleaning and disinfection","Markets","Closure and disinfection due to presence of one case"
"552","Social distancing","Mandatory use of masks","In special cases","In public spaces"
"553","Travel restriction","Individual movement restrictions","Non-essential movements forbidden","Saturday and Sunday"
"554","Returning to normal life","Reactivate the economy","",""
"555","Healthcare and public health capacity","Increase availability of PPE","Ban export of PPE for healthcae professionals","24 products"
"557","Healthcare and public health capacity","Increase in medical supplies and equipment","Facilitate import","Suppression tariff on import"
"558","Risk communication","Educate and actively communicate with the public","Advice camping for not touching eyes/nose/mouth","Advice campaign fo sneezing/coughing in the elbow"
"561","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","South Korea and Italy"
"562","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","Iran"
"563","Risk communication","Educate and actively communicate with the public","Activate communication to the public","Airport, ports and borders sanitation to avoid sources of infection"
"564","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","Germany and France"
"565","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","Spain"
"566","Case identification, contact tracing and related measures","Enhance detection system","Extension of notification to suspected cases",""
