Country,iso3c,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Comment,Source
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,15/03/2020,Travel restriction,Border restriction,Borders closed for passengers but open for food supply,,Passengers from countries with a high risk assesment have to be isolated for 14 days upon entering the country.,http://www.fucz.gov.ba/sazetak-redovnog-izvjestaja-o-stanju-u-federaciji-bih-za-dane-15-16-03-2020-godine-do-1000-sati/
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,12/03/2020,Social distancing,Closure of educational institutions,Complete closure of all educational institutions,,,https://radiosarajevo.ba/vijesti/bosna-i-hercegovina/krizni-stab-fbih-objavljena-nova-poostrena-naredba/370063
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,12/03/2020,Social distancing,Mass gathering cancellation,Cultural events,"Theatres, cinemas, concerts, etc.",,https://radiosarajevo.ba/vijesti/bosna-i-hercegovina/krizni-stab-fbih-objavljena-nova-poostrena-naredba/370063
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,20/03/2020,Social distancing,Measures for special populations,Quarantine,<18 and elderly,,https://nap.ba/news/62898
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,18/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential shops,,Grocery stores and pharmacies allowed to work from 7:00 to 18:00.,https://www.sarajevo.ba/bs/article/7470/naredba-kriznog-staba-u-cijeloj-fbih-obustavlja-se-rad-svih-ugostiteljskih-objekata-kina-muzeja
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,18/03/2020,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,,,https://www.sarajevo.ba/bs/article/7470/naredba-kriznog-staba-u-cijeloj-fbih-obustavlja-se-rad-svih-ugostiteljskih-objekata-kina-muzeja
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,21/03/2020,Social distancing,Small gathering cancellation,Curfew,,18:00 - 5:00,http://www.fucz.gov.ba/sazetak-redovnog-izvjestaja-o-stanju-u-federaciji-bih-za-dane-21-22-03-2020-godine-do-1000-sati/
Bosnia and Herzegovina,BIH,Federation of Bosnia and Herzegovina,29/03/2020,Social distancing,Small gathering cancellation,Curfew,,20:00 - 5:00,https://www.klix.ba/vijesti/bih/nove-odredbe-zabrana-kretanja-u-fbih-od-20-do-5-sati-ujutru-tokom-dana-obavezno-nosenje-maske/200329053
Bosnia and Herzegovina,BIH,Republic of Srpska,16/03/2020,Healthcare and public health capacity,Activate emergency response mechanisms,Declare emergency state,,"TV, social media",
Bosnia and Herzegovina,BIH,Republic of Srpska,15/03/2020,Travel restriction,Border restriction,Borders closed for passengers but open for food supply,,,https://www.vladars.net/sr-SP-Cyrl/Vlada/media/vijesti/Pages/1.aspx
Bosnia and Herzegovina,BIH,Republic of Srpska,17/03/2020,Social distancing,Closure of educational institutions,Closure of primary and secondary schools,,,https://www.vladars.net/sr-SP-Cyrl/Vlada/media/vijesti/Pages/1.aspx
Bosnia and Herzegovina,BIH,Republic of Srpska,18/03/2020,Social distancing,Closure of educational institutions,Complete closure of all educational institutions,,,https://www.vladars.net/sr-SP-Cyrl/Vlada/media/vijesti/Pages/d.aspx
Bosnia and Herzegovina,BIH,Republic of Srpska,15/03/2020,Risk communication,Educate and actively communicate with the public,Recommendation for home office,,,https://www.vladars.net/sr-SP-Cyrl/Vlada/media/vijesti/Pages/1.aspx
Bosnia and Herzegovina,BIH,Republic of Srpska,18/03/2020,Social distancing,Mass gathering cancellation,Cultural events,"theatres, cinemas, concerts, etc.",,https://www.vladars.net/sr-SP-Cyrl/Vlada/media/vijesti/Pages/d.aspx
Bosnia and Herzegovina,BIH,Republic of Srpska,18/03/2020,Social distancing,Measures for special populations,Quarantine,elderly,Complete isolation for people over the age of 65,https://www.blic.rs/vesti/drustvo/zabrana-kretanja-stupila-na-snagu-svim-osobama-preko-65-godina-koje-budu-napustile/eeyy91h
Bosnia and Herzegovina,BIH,Republic of Srpska,18/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential shops,,Grocery stores and pharmacies allowed to work from 7:00 to 18:00.,https://www.vladars.net/sr-SP-Cyrl/Vlada/media/vijesti/Pages/d.aspx
Bosnia and Herzegovina,BIH,Republic of Srpska,18/03/2020,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,,,https://www.vladars.net/sr-SP-Cyrl/Vlada/media/vijesti/Pages/d.aspx
Bosnia and Herzegovina,BIH,Republic of Srpska,21/03/2020,Social distancing,Small gathering cancellation,Curfew,,20:00 - 5:00,http://ba.n1info.com/Vijesti/a418341/Poceo-policijski-sat-u-Republici-Srpskoj-FOTO.html
Canada,CAN,"Alberta, Ontario",17/03/2020,Healthcare and public health capacity,Activate emergency response mechanisms,Declare emergency state,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,"Britisch Columbia, New Foundland, Labrador, Nunavut, North West T., Saskatchewan, Yukon",18/03/2020,Healthcare and public health capacity,Activate emergency response mechanisms,Declare emergency state,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,15/01/2020,Healthcare and public health capacity,Activate emergency response mechanisms,covid-19 as a notifiable disease,,the Public Health Agency of Canada activates the Emergency Operation Centre to support Canada's response to COVID-19.,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection.html
Canada,CAN,Canada,19/03/2020,"Case identification, contact tracing and related measures",Airport health check,Measure temperature for all passengers,,"for all air travellers before boarding: health questions and looking for visible signs of a cough, fever, and difficulty breathing",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,16/03/2020,Travel restriction,Airport restriction,,"Calgary International Airport, Montréal–Trudeau International Airport, Toronto Pearson International Airport, Vancouver International Airport","International flights to Canada from outside the Caribbean, Mexico, and the U.S. were instructed to land at only one of four airports: Calgary International Airport, Montréal–Trudeau International Airport, Toronto Pearson International Airport, and Vancouver International Airport",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,21/03/2020,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,,"restriction of all non-essential travel across the border, while maintaining supply chains",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,16/03/2020,Travel restriction,Border restriction,Borders closed to all non-citizens,,"severe restriction of border access, only allowing Canadian citizens and their immediate families, permanent residents, and U.S. citizens to enter the country",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,18/03/2020,Travel restriction,Border restriction,Borders closed to all non-citizens,except permanent residents,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,18/03/2020,Travel restriction,Cancellation of international flights,,"air bridges"" between one or more of its Canadian hubs and the cities of London, Paris, Frankfurt, Delhi, Tokyo and Hong Kong ","Air Canada announces at 18.3. to gradually suspend the majority of its international and U.S. transborder flights by March 31,  reduce  international network from 101 airports to six.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,16/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,Complete closure of kindergardens,"all kindergarten to Grade 12 classes and in-person post-secondary lectures"" were suspended",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,16/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,Complete closure of primary and secondary schools,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,16/03/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,"Complete closure of universities, research institutions","by March 16, the university closure was made permanent for the remainder of the semester with the university moving to deliver course content online.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,06/03/2020,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,,"the federal government would offer $27 million in funding to 47 research groups at 19 universities, to develop means of managing the outbreak.",https://ici.radio-canada.ca/nouvelle/1651785/investissement-27-millions-recherche-coronavirus-canada
Canada,CAN,Canada,11/03/2020,Resource allocation,Crisis management plans,Implement repurpose government plans,Announce  $1 billion response fund,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,06/03/2020,Resource allocation,Crisis management plans,Research,"$27 million in funding to 47 research groups at 19 universities, to develop means of managing the outbreak",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,19/03/2020,Resource allocation,Crisis management plans,Research,,"an additional 49 projects to bring the total to 96 research projects that will focus on developing and implementing measures to detect, manage, and reduce the transmission of the virus",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,16/03/2020,Travel restriction,Denial entry to boats with more than 100 passengers,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,17/01/2020,Risk communication,Educate and actively communicate with the public,Activate communication to the public,"Airports Montreal, Toronto, Vancoover",adding health screening question to the electronic kiosks for passengers arriving from central China.,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,25/01/2020,Risk communication,Educate and actively communicate with the public,Discourage non-essential travels,,travel advisory against non-essential travel to China including a  advisory to avoid all travel to the province of Hubei,https://travel.gc.ca/destinations/china
Canada,CAN,Canada,21/02/2020,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene,,maybe earier?,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,16/03/2020,Risk communication,Educate and actively communicate with the public,Encourage self-initiated quarantine,Recommendation for home office,Treasury Board urges Federal public servants to work from home if possibl,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,21/02/2020,Risk communication,Educate and actively communicate with the public,Promote the 2m distance,,maybe earlier?,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/public-health-measures-mitigate-covid-19.html#cbm
Canada,CAN,Canada,21/02/2020,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for not touching eyes/nose/mouth,maybe earier?,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,21/02/2020,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for sneezing/coughing in the elbow,maybe earier?,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,14/03/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,,"recommendation against international travel, and advise those returning from outside of Canada, except for essential workers (such as flight crew), to self-isolate for 14 days",https://travel.gc.ca/travelling/health-safety/travel-health-notices/221
Canada,CAN,Canada,15/01/2020,Healthcare and public health capacity,Enhance emergency response mechanisms,Set up crisis units,Emergency Operations Centre,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
Canada,CAN,Canada,20/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Healthcare equipement,,"government announces a plan to ramp up production of medical equipment, switching assembly lines to produce ventilators, masks and other personal protective gear.",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada
