id,Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source
74,Austria,AUT,Austria,Austria,2020-02-27,Healthcare and public health capacity,Adapt procedures for patient management,Case management,Hospitals prepared to treat Covid-19 patients,,"The hospitals in Austria, meanwhile, are working with up-to-date internal information so that they can be prepared if a suspected corona case arises.",https://www.derstandard.at/story/2000115078649/militaeruebungen-usa-suedkorea-wegen-coronavirus-ausgesetzt
75,Austria,AUT,Austria,Austria,2020-02-27,"Case identification, contact tracing and related measures",Tracing and tracking,Contact tracing,Monitoring contacts,,It was also reported that all 90 contact persons of the man who tested positive for the coronavirus yesterday at the Rudolf Foundation are symptom-free and are currently at home in quarantine.,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
76,Austria,AUT,Austria,Austria,2020-02-27,Risk communication,Actively communicate with managers,Recommendations for schools,,,The Ministry of Education has published information and recommendations for schools. Two coronavirus checklists have been compiled for schools on how to deal with students or teachers if Covid 19 is suspected.,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
77,Austria,AUT,Austria,Austria,2020-02-28,Resource allocation,Crisis management plans,Financial aid for health system,The state support quarantine financially,,"""If your disease is mild, people who test positive should be isolated and cared for at home. The goal is ""to prevent small-scale infections as quickly as possible,"" said Health City Councilor Peter Hacker (SPÖ). The additional medical services  will cost 200,000 euros per month, for which the health insurance will pay for the time being, clarifications with the federal government will follow.",https://www.derstandard.at/story/2000115150566/coronavirus-patienten-sollen-zuhause-bleiben
78,Austria,AUT,Austria,Austria,2020-02-28,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase testing capacity (number tests),Increase laboratory workforce,,200 additional medical professionals for testing at people's homes,https://www.derstandard.at/story/2000115150566/coronavirus-patienten-sollen-zuhause-bleiben
79,Austria,AUT,Austria,Austria,2020-02-29,Resource allocation,Activate or establish emergency response,Risk management plan,Set up crisis unit (national),,"A Corona task force was set up in the Ministry of Health (BMSGPK) , which on the one hand provides medical and scientific advice and on the other hand is ideally equipped for crisis management. The task force is made up of 19 high-ranking experts",https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
80,Austria,AUT,Austria,Austria,2020-02-29,Healthcare and public health capacity,Adapt procedures for patient management,Implement triage procedures,Health hotline,,health number 1450 for medical questions and symptoms,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
81,Austria,AUT,Austria,Austria,2020-03-03,"Case identification, contact tracing and related measures",Airport health check,Temperature screening at airport,Measure temperature of passengers from Iran and South Korea,,,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
82,Austria,AUT,Austria,Austria,2020-03-05,Risk communication,Travel alert and warning,Travel alert level 5,Lombardy and the municipality of Vo Euganeo in Veneto / Italy,,partial travel warnings (security level 5) apply to all of Lombardy and the municipality of Vo Euganeo in Veneto / Italy,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
83,Austria,AUT,Austria,Austria,2020-03-05,Risk communication,Travel alert and warning,Travel alert level 6,"Iran, South Korea",,travel warnings (security level 6) for Iran and South Korea .,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
84,Austria,AUT,Austria,Austria,2020-03-06,"Case identification, contact tracing and related measures",Airport health check,Health certificate requested at airport,"Passengers from South Korea, Iran and Northern Italy need medical certificate to enter Austria",,,https://www.vindobona.org/article/coronavirus-in-austria-live-ticker
85,Austria,AUT,Austria,Austria,2020-03-06,Travel restriction,Airport restriction,Cancellation of international flights,"Partial cancellation of international flights: South Korea, Iran and Northern Italy",,"In air traffic, landing bans now apply to direct flights from China, Iran, South Korea and Italy. Freight, mission, ambulance and transfer flights are excluded.",https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
86,Austria,AUT,Austria,Austria,2020-03-10,Risk communication,Travel alert and warning,Travel alert level 6,Italy (whole),,Security level 6 (travel warning) applies to all of Italy,https://www.derstandard.at/story/2000115490693/erstmals-mehr-als-100-coronavirus-erkrankte-in-oesterreich-bekannt
87,Austria,AUT,Austria,Austria,2020-03-10,Travel restriction,Airport restriction,Landing bans on aircrafts from high risk areas,"Aircrafts from Iran, South Korea and flights from the northern Italian airports",,"A landing ban will be imposed on Tuesday, March 10, 2020 for direct flights from China, Iran, South Korea and flights from the northern Italian airports.",https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
88,Austria,AUT,Austria,Austria,2020-03-10,Travel restriction,Airport restriction,Landing bans on aircrafts from high risk areas,Aircrafts from China,,"A landing ban will be imposed on Tuesday, March 10, 2020 for direct flights from China, Iran, South Korea and flights from the northern Italian airports.",https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
89,Austria,AUT,Austria,Austria,2020-03-10,Risk communication,Educate and actively communicate with the public,Call for return of nationals living abroad,,,Austrian travellers are strongly advised to return to Austria.,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
90,Austria,AUT,Austria,Austria,2020-03-10,"Case identification, contact tracing and related measures",Border health check,Health certificate requested to enter the country,People from Italy,,An entry from Italy is only permitted if a medical health certificate can be presented. A transit through Austria coming from Italy is only permitted if there is no stopover in Austria.,https://infothek.bmvit.gv.at/massnahmen-bei-der-einreise-aus-sars-cov-2-risikogebieten/
91,Austria,AUT,Austria,Austria,2020-03-10,Social distancing,Mass gathering cancellation,Cultural places and events,Indoor events limited up to 100 people,,,https://www.derstandard.at/jetzt/livebericht/2000115596552/coronavirus-schulschliessungen-werden-vorbereitet-wirtschaft-leidet?responsive=false
92,Austria,AUT,Austria,Austria,2020-03-10,Social distancing,Mass gathering cancellation,Limit up to 500 persons,Outdoor,,,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
93,Austria,AUT,Austria,Austria,2020-03-10,Social distancing,Return operation of nationals,Return operation of nationals in Italy,Special measure: Quarantine,,,https://www.derstandard.at/jetzt/livebericht/2000115559530/coronavirus-ganz-italien-wird-zur-sperrzone-oesterreichs-regierung-reagiert-mit
94,Austria,AUT,Austria,Austria,2020-03-11,Risk communication,Educate and actively communicate with the public,Communication targets protection of vulnerable populations,Recommendation to reduce contact to hospital patients,,,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
95,Austria,AUT,Austria,Austria,2020-03-13,Resource allocation,Measures to ensure security of supply,Traffic enactments,Suspended driving ban on Sunday for trucks transporting food and hygiene products,,"In order to ensure the supply of medical products and everyday goods, the weekend driving bans for trucks of 7.5 tons and above are suspended immediately across Austria. This was announced by Minister of Transport Leonore Gewessler.",https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
96,Austria,AUT,Austria,Austria,2020-03-13,Risk communication,Travel alert and warning,Travel alert level 4,World,,All countries worldwide are set to high security risk (security level 4 of 6),https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
97,Austria,AUT,Austria,Austria,2020-03-14,Risk communication,Educate and actively communicate with the public,Call for return of nationals living abroad,,,Austrian travellers are once again urged to start their journey home after the travel warnings of the BMEIA were extended yesterday and all countries worldwide were set to high security risk (security level 4 of 6) !,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
98,Austria,AUT,Austria,Austria,2020-03-16,Travel restriction,Airport restriction,Landing bans on aircrafts from high risk areas,"Aircrafts from Spain, France, Switzerland",,,https://www.derstandard.at/story/2000115724358/coronavirus-fuenf-gemeinden-unter-quarantaene-lebensmittelgeschaefte-bleiben-geoeffnet
99,Austria,AUT,Austria,Austria,2020-03-16,Travel restriction,Border restriction,Entry ban to people from high-risk areas other than China,Switzerland,,,https://ec.europa.eu/home-affairs/what-we-do/policies/borders-and-visas/schengen/reintroduction-border-control_en
100,Austria,AUT,Austria,Austria,2020-03-16,Social distancing,Closure of educational institutions,Complete closure of universities,,,,https://www.derstandard.at/jetzt/livebericht/2000115596552/coronavirus-schulschliessungen-werden-vorbereitet-wirtschaft-leidet?responsive=false
101,Austria,AUT,Austria,Austria,2020-03-16,Travel restriction,Individual movement restrictions,Movements for non-essential activities forbidden,,,"People are only allowed to leave their homes to do work which cannot be postponed, run important errands or help others.",https://www.bundeskanzleramt.gv.at/bundeskanzleramt/nachrichten-der-bundesregierung/2020/bundeskanzler-kurz-dankt-oesterreichs-bevoelkerung-und-ruft-dazu-auf-zu-hause-zu-bleiben.html
102,Austria,AUT,Austria,Austria,2020-03-16,Social distancing,Small gathering cancellation,Complete prohibition of gathering,,,,https://www.derstandard.at/jetzt/livebericht/2000115596552/coronavirus-schulschliessungen-werden-vorbereitet-wirtschaft-leidet?responsive=false
103,Austria,AUT,Austria,Austria,2020-03-16,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,Close hospitals for visitors,,,https://wien.orf.at/stories/3038656/
104,Austria,AUT,Austria,Austria,2020-03-16,Social distancing,Small gathering cancellation,Closure of non-essential shops,,,,https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
105,Austria,AUT,Austria,Austria,2020-03-16,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Partial,,"As of Monday, restaurants, bars and cafes will only be open until 3 p.m.",https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
106,Austria,AUT,Austria,Austria,2020-03-16,Social distancing,Small gathering cancellation,Limit up to 5 persons,,,"Meetings are completely forbidden, in no place should more than five people meet at the same time. The restrictions in public places from now on by the police.",https://infothek.bmvit.gv.at/coronavirus-reisehinweise-aktuelle-informationen/
